"enumrtr","lga","ward","village","subvillage","under_18","HH_size","dogs","puppies","Land.Use","longitude","latitude","precision"
894,"Bunda DC","Igundu",101,962,5,7,0,0,"Shrubs",33.3167371472636,-2.07141038906211,4.9
30,"Bunda DC","Iramba",25,856,5,7,0,0,"Shrubs",33.3857165217486,-1.98880256710681,3.92
109,"Rorya DC","Raranya",68,241,5,7,0,0,"Shrubs",34.0206469626662,-1.15204407971537,4900
919,"Tarime DC","Komaswa",103,1019,5,7,0,0,"Shrubs",34.1907708861873,-1.44261550044646,4.84
919,"Tarime DC","Komaswa",103,1019,5,7,0,1,"Shrubs",34.1881456554356,-1.45001830829576,4.96
919,"Tarime DC","Komaswa",103,982,5,7,1,0,"Shrubs",34.1847111041546,-1.45262718003698,5
919,"Tarime DC","Komaswa",103,982,5,7,2,1,"Shrubs",34.1809908923047,-1.45263375119729,4.5
10,"Bunda TC","Kabasa",9,75,5,7,1,0,"Shrubs",33.8011352933356,-1.97346732675339,4.8
10,"Bunda TC","Kabasa",9,75,5,7,1,0,"Shrubs",33.7998467348496,-1.97350552598548,4.32
174,"Rorya DC","Kigunga",58,243,5,7,1,0,"Shrubs",34.0814668699653,-1.2855659327297,1.4
174,"Rorya DC","Kigunga",58,243,5,7,2,0,"Shrubs",34.0850792475892,-1.29414606188973,1.46
121,"Butiama DC","Buruma",55,18,5,7,1,1,"Shrubs",33.8697976796439,-1.72762218037539,3.9
200,"Butiama DC","Buruma",55,287,5,7,0,0,"Shrubs",33.8731882492379,-1.70837394317141,4.4
200,"Butiama DC","Buruma",55,287,5,7,0,0,"Shrubs",33.871923753968,-1.70659266171569,4.2
200,"Butiama DC","Buruma",55,287,5,7,0,0,"Shrubs",33.8705914100159,-1.70984637919294,4.5
200,"Butiama DC","Buruma",55,287,5,7,3,0,"Shrubs",33.8643068755017,-1.71449718593687,4.1
167,"Serengeti DC","Magange",87,817,5,7,2,1,"Shrubs",34.319286346327,-1.76167900030519,4.95
167,"Serengeti DC","Magange",87,817,5,7,1,1,"Shrubs",34.3153568771281,-1.76463281598067,5
11,"Butiama DC","Kyanyari",10,53,5,7,1,0,"Shrubs",33.7999701017373,-1.83512280078359,3.9
11,"Butiama DC","Kyanyari",10,53,5,7,1,0,"Shrubs",33.8013332091668,-1.8341750780305,4.866
11,"Butiama DC","Kyanyari",10,53,5,7,0,0,"Shrubs",33.8028811425873,-1.83235101525283,4.533
11,"Butiama DC","Kyanyari",10,53,5,7,0,0,"Shrubs",33.8039278449447,-1.83171772033645,4.28
11,"Butiama DC","Kyanyari",10,53,5,7,0,0,"Shrubs",33.8065887134433,-1.83064903106488,3.52
11,"Butiama DC","Kyanyari",10,53,5,7,0,0,"Shrubs",33.8107017978324,-1.83714949396741,5
12,"Bunda DC","Neruma",11,384,5,7,0,0,"Shrubs",33.4969284764734,-2.15405889859377,4.825
12,"Bunda DC","Neruma",11,384,5,7,0,0,"Shrubs",33.4985814705522,-2.15653379715987,5
122,"Butiama DC","Busegwe",73,509,5,7,2,1,"Shrubs",33.9508607577859,-1.7219816622099,4.616
166,"Rorya DC","Roche",86,710,5,7,4,0,"Shrubs",34.1574242075636,-1.08379675255589,8.283
13,"Musoma DC","Makojo",12,19,5,7,0,0,"Shrubs",33.3867269728269,-1.89402420394008,3.9
166,"Rorya DC","Roche",86,750,5,7,2,0,"Shrubs",34.1454714007609,-1.08257934196886,5.48
166,"Rorya DC","Roche",86,750,5,7,1,0,"Shrubs",34.1446983158687,-1.06902289181817,5.1
1092,"Serengeti DC","Rigwani",16,24,5,7,1,1,"Shrubs",34.4722455925293,-1.73809303535532,4.8
1093,"Serengeti DC","Rigwani",16,24,5,7,3,2,"Shrubs",34.4742182417033,-1.73102368464103,5
1094,"Serengeti DC","Rigwani",16,24,5,7,3,0,"Shrubs",34.4869517223215,-1.72761806088978,4.3
178,"Bunda DC","Nyamihyolo",78,981,5,7,1,0,"Shrubs",33.535200775954,-2.15875373585069,4.033
136,"Bunda DC","Nyamihyolo",78,981,5,7,1,0,"Shrubs",33.5351693457258,-2.15993771365443,3.84
136,"Bunda DC","Nyamihyolo",78,981,5,7,0,0,"Shrubs",33.5362476465538,-2.16263917828509,4.46
136,"Bunda DC","Nyamihyolo",78,981,5,7,0,0,"Shrubs",33.5345151586656,-2.1632722932788,3.283
136,"Bunda DC","Nyamihyolo",78,981,5,7,0,0,"Shrubs",33.5325919499008,-2.16477210575532,4.64
136,"Bunda DC","Nyamihyolo",78,981,5,7,0,0,"Shrubs",33.53364626305,-2.16543597545036,2.92
276,"Butiama DC","Butiama",46,244,5,7,0,0,"Shrubs",33.9559344097373,-1.7828047479677,4.34
41,"Serengeti DC","Geitasamo",5,17,5,7,2,0,"Shrubs",34.6355236961973,-1.77117893546246,4.76
5,"Serengeti DC","Geitasamo",5,7,5,7,2,0,"Shrubs",34.6606832082521,-1.77226699534479,3.9
121,"Butiama DC","Buruma",55,762,5,7,0,0,"Shrubs",33.8810639025075,-1.73336988095921,3.9
121,"Butiama DC","Buruma",55,762,5,7,0,2,"Shrubs",33.8973793171938,-1.73349537041965,4.807
121,"Butiama DC","Buruma",55,762,5,7,2,2,"Shrubs",33.8983760623999,-1.73181629725391,3.9
77,"Butiama DC","Buruma",55,289,5,7,0,0,"Shrubs",33.9086709321386,-1.73877140912034,3.9
77,"Butiama DC","Buruma",55,289,5,7,2,0,"Shrubs",33.9072443983371,-1.73794246596567,4.7
77,"Butiama DC","Buruma",55,289,5,7,0,0,"Shrubs",33.9018777787387,-1.7361392108015,3.95
894,"Bunda DC","Igundu",101,975,5,7,4,0,"Shrubs",33.2931924279062,-2.07099779109737,4.88
88,"Serengeti DC","Nyambureti",62,895,5,7,1,0,"Shrubs",34.286292260758,-1.8205692709859,4.96
88,"Serengeti DC","Nyambureti",62,895,5,7,4,0,"Shrubs",34.2840703649894,-1.82285717357474,4.96
57,"Serengeti DC","Kebancha",43,784,5,7,3,0,"Shrubs",34.520128200508,-1.70594759342816,4.716
174,"Rorya DC","Kigunga",58,318,5,7,2,0,"Shrubs",34.1023390010589,-1.27642117981616,1.078
174,"Rorya DC","Kigunga",58,318,5,7,2,0,"Shrubs",34.0952593289915,-1.26966772128243,1.249
174,"Rorya DC","Kigunga",58,318,5,7,2,0,"Shrubs",34.0935888441721,-1.26636116492513,1.077
83,"Rorya DC","Kigunga",58,318,5,7,3,0,"Shrubs",34.0990643653419,-1.27406122241308,4.645
83,"Rorya DC","Kigunga",58,318,5,7,2,0,"Shrubs",34.0983750599859,-1.27376804777881,9.119
1095,"Rorya DC","Rabour",91,989,5,7,0,0,"Shrubs",34.0410431701145,-1.45724001870513,1.119
1096,"Rorya DC","Rabour",91,349,5,7,1,0,"Shrubs",34.0585365645205,-1.44807946972443,2.437
105,"Butiama DC","Bukabwa",52,99,5,7,2,2,"Shrubs",33.8620234024976,-1.58377035186827,4.616
919,"Tarime DC","Komaswa",103,972,5,7,2,0,"Shrubs",34.2017116050089,-1.4503156525009,4.866
919,"Tarime DC","Komaswa",103,972,5,7,1,0,"Shrubs",34.200406075096,-1.45800877595213,4.916
919,"Tarime DC","Komaswa",103,972,5,7,3,0,"Shrubs",34.2029848162036,-1.45920501278063,4.7
12,"Bunda DC","Neruma",11,290,5,7,0,0,"Shrubs",33.5045208932732,-2.15823566855036,4.8
919,"Tarime DC","Komaswa",103,972,5,7,0,0,"Shrubs",34.2030662839952,-1.46538538437925,4.92
919,"Tarime DC","Komaswa",103,1015,5,7,0,1,"Shrubs",34.1942704780154,-1.46459756417374,3.76
633,"Serengeti DC","Nyamoko",33,741,5,7,5,0,"Shrubs",34.5850648966487,-1.80516807368843,4.9
39,"Serengeti DC","Nyamoko",33,741,5,7,1,0,"Shrubs",34.5768036552641,-1.80603223247841,4.933
39,"Serengeti DC","Nyamoko",33,741,5,7,2,0,"Shrubs",34.5754666831268,-1.80458695951569,4.22
1065,"Serengeti DC","Rigwani",16,71,5,7,3,5,"Shrubs",34.5023763936226,-1.79822787562197,4.44
946,"Serengeti DC","Rigwani",16,71,5,7,3,0,"Shrubs",34.5011909750964,-1.79787664281489,4.6
1097,"Serengeti DC","Rigwani",16,71,5,7,1,1,"Shrubs",34.5029537710992,-1.79922460955864,3.9
1098,"Serengeti DC","Rigwani",16,71,5,7,1,0,"Shrubs",34.5025559933574,-1.79762358284894,3.9
1099,"Serengeti DC","Rigwani",16,1042,5,7,2,0,"Shrubs",34.5023512558965,-1.79757448218204,4.5
1100,"Serengeti DC","Rigwani",16,71,5,7,2,0,"Shrubs",34.5020191007894,-1.79843620122992,4.933
74,"Bunda DC","Nampindi",53,366,5,7,1,0,"Shrubs",33.2200665253228,-2.08981243786601,4.933
74,"Bunda DC","Nampindi",53,990,5,7,0,0,"Shrubs",33.250594620884,-2.08262302794012,4.92
74,"Bunda DC","Nampindi",53,988,5,7,0,0,"Shrubs",33.2307933956884,-2.08238070359144,4.58
89,"Musoma DC","bugwema",63,783,5,7,0,0,"Shrubs",33.5982373785921,-1.96456924231219,5.787
89,"Musoma DC","bugwema",63,783,5,7,2,0,"Shrubs",33.597885475739,-1.96430765173603,3.9
43,"Bunda TC","Kabasa",9,14,5,7,0,0,"Shrubs",33.7965463693065,-1.98088426927604,5
167,"Serengeti DC","Magange",87,766,5,7,2,0,"Shrubs",34.3052010164011,-1.74195997582674,4.6
167,"Serengeti DC","Magange",87,766,5,7,1,0,"Shrubs",34.3044778593164,-1.742892660581,4.92
167,"Serengeti DC","Magange",87,766,5,7,2,0,"Shrubs",34.3050570150481,-1.74183933214147,5
167,"Serengeti DC","Magange",87,766,5,7,1,1,"Shrubs",34.3039471853566,-1.74180840592687,4.66
167,"Serengeti DC","Magange",87,766,5,7,0,0,"Shrubs",34.3039238564091,-1.74167222730776,4.816
12,"Bunda DC","Neruma",11,180,5,7,0,0,"Shrubs",33.5120133395844,-2.15469294605177,4.1
83,"Rorya DC","Kigunga",58,182,5,7,1,2,"Shrubs",34.0977167853416,-1.2610734870784,4.583
1101,"Serengeti DC","Rigwani",16,758,5,7,1,0,"Shrubs",34.464802840168,-1.71854231386764,9.4
1102,"Serengeti DC","Rigwani",16,758,5,7,2,0,"Shrubs",34.463141717987,-1.71787128161165,9.85
1103,"Serengeti DC","Rigwani",16,758,5,7,2,0,"Shrubs",34.4637631372049,-1.71888155473572,5
1104,"Serengeti DC","Rigwani",16,758,5,7,2,0,"Shrubs",34.4636766803162,-1.71854788658309,9.8
28,"Bunda DC","Kisorya",24,162,5,7,1,1,"Shrubs",33.2296714682998,-2.10579637189013,4.93
89,"Musoma DC","bugwema",63,1009,5,7,1,2,"Shrubs",33.6325903528635,-1.90664073768735,8.127
89,"Musoma DC","bugwema",63,1009,5,7,2,0,"Shrubs",33.6330441197049,-1.90551468328498,6.221
174,"Rorya DC","Kigunga",58,247,5,7,1,0,"Shrubs",34.1148691166395,-1.25754091537466,0.807
174,"Rorya DC","Kigunga",58,247,5,7,1,0,"Shrubs",34.1162241380116,-1.25402874397318,1.262
83,"Rorya DC","Kigunga",58,247,5,7,0,0,"Shrubs",34.1106862623731,-1.25736933693122,4.93
83,"Rorya DC","Kigunga",58,247,5,7,0,0,"Shrubs",34.1156136307355,-1.25392893284049,4.3
83,"Rorya DC","Kigunga",58,247,5,7,0,0,"Shrubs",34.1208738527322,-1.24364459228671,4.652
83,"Rorya DC","Kigunga",58,247,5,7,2,0,"Shrubs",34.1186369355235,-1.24389505039122,4.5
63,"Bunda DC","Nansimo",47,82,5,7,0,0,"Shrubs",33.381380437992,-2.15788170753032,3000
63,"Bunda DC","Nansimo",47,82,5,7,0,0,"Shrubs",33.381380437992,-2.15788170753032,3000
88,"Serengeti DC","Nyambureti",62,895,5,7,2,0,"Shrubs",34.2770592775566,-1.81704518141593,4.9
244,"Butiama DC","Bisumwa",94,778,5,7,2,0,"Shrubs",33.7921876841504,-1.59281495906656,4.3
39,"Serengeti DC","Nyamoko",33,806,5,7,1,0,"Shrubs",34.5690694095029,-1.83000559631181,4.94
42,"Musoma DC","Tegeruka",35,424,5,7,2,0,"Shrubs",33.7046946789263,-1.75808957382202,3.9
42,"Musoma DC","Tegeruka",35,424,5,7,0,0,"Shrubs",33.7008066928952,-1.75551638507119,3.9
647,"Tarime DC","Bumera",88,829,5,7,1,0,"Shrubs",34.2566579643193,-1.29035301311077,5
647,"Tarime DC","Bumera",88,745,5,7,1,1,"Shrubs",34.3102858332268,-1.31372845658679,4.2
10,"Bunda TC","Kabasa",9,52,5,7,2,0,"Shrubs",33.8261087303719,-1.99859434194366,3.5
10,"Bunda TC","Kabasa",9,52,5,7,0,0,"Shrubs",33.8244187822778,-1.99824141357672,4.26
10,"Bunda TC","Kabasa",9,52,5,7,2,2,"Shrubs",33.821963335823,-1.99988633909999,4.1
10,"Bunda TC","Kabasa",9,52,5,7,1,0,"Shrubs",33.8222633278053,-1.99957416122709,4.633
10,"Bunda TC","Kabasa",9,52,5,7,1,0,"Shrubs",33.8237028476532,-1.9977091531599,3.5
244,"Butiama DC","Bisumwa",94,702,5,7,1,0,"Shrubs",33.7610372349941,-1.59468141403658,4.58
42,"Musoma DC","Tegeruka",35,91,5,7,3,0,"Shrubs",33.7127269007062,-1.74102328521997,3.9
42,"Musoma DC","Tegeruka",35,1043,5,7,1,0,"Shrubs",33.7042688535913,-1.73390016786399,3.9
42,"Musoma DC","Tegeruka",35,974,5,7,0,0,"Shrubs",33.7082176358663,-1.73956745968602,3.9
244,"Butiama DC","Bisumwa",94,1004,5,7,0,0,"Shrubs",33.7733130475146,-1.58082189187086,5
244,"Butiama DC","Bisumwa",94,1006,5,7,0,0,"Shrubs",33.7655397499186,-1.58135884987574,4.76
244,"Butiama DC","Bisumwa",94,863,5,7,0,0,"Shrubs",33.771409262807,-1.58859012780616,5
244,"Butiama DC","Bisumwa",94,1004,5,7,0,0,"Shrubs",33.7707462073659,-1.57836255279619,4.86
12,"Bunda DC","Neruma",11,290,5,7,0,0,"Shrubs",33.5051290353026,-2.15710259792877,3.9
42,"Musoma DC","Tegeruka",35,51,5,7,0,0,"Shrubs",33.7078413033507,-1.75675979070997,3.9
39,"Serengeti DC","Nyamoko",33,48,5,7,3,0,"Shrubs",34.596606383621,-1.8428000380245,4.4
39,"Serengeti DC","Nyamoko",33,48,5,7,2,0,"Shrubs",34.5967209287555,-1.84278962739441,4.733
39,"Serengeti DC","Nyamoko",33,48,5,7,3,0,"Shrubs",34.5962194762267,-1.84314825985418,3.8
1105,"Rorya DC","Ikoma",56,325,5,7,1,0,"Shrubs",34.2777248686474,-1.14275284881053,4.95
174,"Rorya DC","Kigunga",58,116,5,7,1,0,"Shrubs",34.0900598295469,-1.23787525677088,1.511
83,"Rorya DC","Kigunga",58,118,5,7,0,0,"Shrubs",34.0872332420129,-1.25601764980853,1.9
42,"Musoma DC","Tegeruka",35,51,5,7,0,0,"Shrubs",33.7133902601357,-1.75257475023482,2.173
42,"Musoma DC","Tegeruka",35,51,5,7,0,0,"Shrubs",33.7183171344818,-1.75114320529704,3.9
42,"Musoma DC","Tegeruka",35,91,5,7,0,0,"Shrubs",33.7245217813893,-1.75163405852461,3.9
42,"Musoma DC","Tegeruka",35,51,5,7,1,0,"Shrubs",33.7239853553148,-1.75199702215594,3.9
51,"Musoma DC","Nyakatende",41,109,5,7,0,0,"Shrubs",33.6833054797251,-1.58890641025161,4.6
51,"Musoma DC","Nyakatende",41,109,5,7,0,0,"Shrubs",33.6835374622289,-1.57569099236532,5
51,"Musoma DC","Nyakatende",41,69,5,7,1,0,"Shrubs",33.6955834849338,-1.58276130770222,4.54
51,"Musoma DC","Nyakatende",41,109,5,7,0,0,"Shrubs",33.6800805997082,-1.57371995080842,4.14
51,"Musoma DC","Nyakatende",41,109,5,7,0,0,"Shrubs",33.6776065685328,-1.57521489701874,4.62
43,"Bunda TC","Kabasa",9,52,5,7,0,0,"Shrubs",33.8175683821518,-1.99544313464942,3.9
10,"Bunda TC","Kabasa",9,52,5,7,2,0,"Shrubs",33.8166998062221,-1.99668494910583,4.84
43,"Bunda TC","Kabasa",9,52,5,7,0,0,"Shrubs",33.829428724448,-1.9862986617219,4.974
10,"Bunda TC","Kabasa",9,52,5,7,0,0,"Shrubs",33.8282124184494,-1.98682233631464,3.9
10,"Bunda TC","Kabasa",9,52,5,7,0,0,"Shrubs",33.8267404116073,-1.99077679984836,4.3
1106,"Serengeti DC","Rigwani",16,758,5,7,0,2,"Shrubs",34.4699842107194,-1.75258881635792,5.4
70,"Serengeti DC","Kisaka",49,126,5,7,2,0,"Shrubs",34.463756002076,-1.534925664604,4.161
26,"Musoma DC","Ifulifu",89,522,5,7,0,0,"Shrubs",33.6542807802334,-1.68866877547869,3799.999
26,"Musoma DC","Ifulifu",89,522,5,7,0,0,"Shrubs",33.6542807802334,-1.68866877547869,3799.999
59,"Bunda TC","Guta",22,102,5,7,0,0,"Shrubs",33.8726626430434,-2.09189527013568,3799.999
116,"Bunda DC","Ketare",71,165,5,7,2,0,"Shrubs",34.0172341725143,-1.89683951389212,4599.999
116,"Bunda DC","Ketare",71,177,5,7,2,0,"Shrubs",34.0172341725143,-1.89683951389212,4599.999
125,"Bunda DC","Ketare",71,373,5,7,0,0,"Shrubs",34.0154490682824,-1.91443867855408,3799.999
125,"Bunda DC","Ketare",71,50,5,7,0,0,"Shrubs",34.0154490682824,-1.91443867855408,3799.999
125,"Bunda DC","Ketare",71,328,5,7,2,0,"Shrubs",33.9755259313324,-1.81041187350854,4199.999
922,"Rorya DC","Nyamtinga",102,198,5,7,1,0,"Shrubs",33.9519859012664,-1.23156779581297,2.2
922,"Rorya DC","Nyamtinga",102,198,5,7,1,0,"Shrubs",33.9432682985356,-1.23311198311318,2.516
922,"Rorya DC","Nyamtinga",102,198,5,7,1,0,"Shrubs",33.9494151081711,-1.22180917560339,4.534
46,"Musoma DC","Bugoji",37,57,5,7,1,0,"Shrubs",33.7369661852368,-1.9035908372808,5
46,"Musoma DC","Bugoji",37,305,5,7,0,0,"Shrubs",33.7370495155062,-1.90373576601961,4.52
913,"Rorya DC","Nyamtinga",102,3,5,7,0,0,"Shrubs",33.9551975309999,-1.23207582963934,4
913,"Rorya DC","Nyamtinga",102,3,5,7,0,0,"Shrubs",33.9528263139709,-1.23075904576154,4.657
47,"Musoma DC","Bugoji",37,113,5,7,1,0,"Shrubs",33.738333144526,-1.90995870749074,4.925
361,"Musoma DC","Nyegina",98,996,5,7,1,0,"Shrubs",33.7095101896084,-1.53802491941361,4.331
95,"Musoma DC","Murangi",34,141,5,7,1,0,"Shrubs",33.4870912415436,-1.84643384764246,4.762
95,"Musoma DC","Murangi",34,255,5,7,0,0,"Shrubs",33.4898209614867,-1.85032515983327,4.94
95,"Musoma DC","Murangi",34,255,5,7,0,0,"Shrubs",33.4867894829144,-1.85072657767716,4.88
95,"Musoma DC","Murangi",34,141,5,7,0,0,"Shrubs",33.4858716052817,-1.84815427883671,4.898
95,"Musoma DC","Murangi",34,141,5,7,0,0,"Shrubs",33.4883855310107,-1.84919671146597,4.95
21,"Butiama DC","Mirwa",19,127,5,7,2,0,"Shrubs",34.1025945539943,-1.79224345769771,4500
34,"Butiama DC","Kukirango",29,103,5,6,3,0,"Shrubs",33.851392588783,-1.74702373286871,3.9
34,"Butiama DC","Kukirango",29,103,5,6,0,0,"Shrubs",33.8508445258921,-1.74282186062137,0.88
34,"Butiama DC","Kukirango",29,103,5,6,1,1,"Shrubs",33.8547195708232,-1.74403919854128,0.734
160,"Rorya DC","Kirogo",85,850,5,6,0,0,"Shrubs",34.0052425530463,-1.33423465184881,4.94
203,"Bunda DC","Nyamihyolo",78,195,5,6,2,0,"Shrubs",33.5203602339918,-2.15944537055549,4.7
141,"Rorya DC","Kinyenche",80,439,5,6,0,0,"Shrubs",34.0588195297914,-1.26380743378457,4.595
116,"Bunda DC","Ketare",71,328,5,6,1,0,"Shrubs",34.0167831197389,-1.89533527197121,4599.999
289,"Musoma DC","Ifulifu",89,401,5,6,0,0,"Shrubs",33.7096310158277,-1.64080510468094,1.54
910,"Rorya DC","Nyamagaro",93,970,5,6,0,0,"Shrubs",33.9230256251785,-1.24911448725869,3099.999
910,"Rorya DC","Nyamagaro",93,970,5,6,2,0,"Shrubs",33.9283331816001,-1.24947824525145,3099.999
920,"Rorya DC","Baraki",104,973,5,6,0,2,"Shrubs",33.9229484070271,-1.3844967365491,4.816
920,"Rorya DC","Baraki",104,973,5,6,3,0,"Shrubs",33.9242548366341,-1.38313925846212,4
921,"Rorya DC","Nyamtinga",102,18,5,6,0,0,"Shrubs",33.9511920918161,-1.23732117410561,5
921,"Rorya DC","Nyamtinga",102,18,5,6,0,0,"Shrubs",33.9507611593334,-1.23619355453446,4.56
160,"Rorya DC","Kirogo",85,801,5,6,0,0,"Shrubs",34.0078955260877,-1.33012688630826,4
128,"Tarime DC","Manga",75,646,5,6,1,0,"Shrubs",34.2075913088806,-1.40621018647169,3900
128,"Tarime DC","Manga",75,596,5,6,0,0,"Shrubs",34.2075913088806,-1.40621018647169,3900
128,"Tarime DC","Manga",75,185,5,6,0,2,"Shrubs",34.2075913088806,-1.40621018647169,3900
83,"Rorya DC","Kigunga",58,243,5,6,1,0,"Shrubs",34.0751404531166,-1.27467439967035,3.775
973,"Rorya DC","Kitembe",100,825,5,6,1,0,"Shrubs",34.1814775003409,-1.18853572300826,3.9
49,"Serengeti DC","Busawe",39,64,5,6,0,0,"Shrubs",34.4350420418033,-1.5865538189747,4.773
49,"Serengeti DC","Busawe",39,64,5,6,0,0,"Shrubs",34.437785335223,-1.58684212111388,4.516
232,"Rorya DC","Nyamagaro",93,995,5,6,0,0,"Shrubs",33.9457533280893,-1.24336848348308,2400
148,"Musoma DC","Bukima",82,978,5,6,0,0,"Shrubs",33.4403777442494,-1.84290968389814,17
188,"Rorya DC","Nyabirongo",90,444,5,6,0,0,"Shrubs",34.124729608323,-1.38497219640031,4.885
934,"Rorya DC","Baraki",104,973,5,6,0,0,"Shrubs",33.9215441722595,-1.39084634505137,5
14,"Serengeti DC","Maji moto",13,242,5,6,0,0,"Shrubs",34.3520497393973,-1.59047132709549,3.9
1107,"Rorya DC","Rabour",91,1026,5,6,0,1,"Shrubs",34.0569043681322,-1.41412717260177,1.367
67,"Bunda TC","Kabasa",9,284,5,6,2,0,"Shrubs",33.8461001674036,-1.93312930220155,4.5
244,"Butiama DC","Bisumwa",94,528,5,6,0,0,"Shrubs",33.7727057059488,-1.59643457330149,4.9
160,"Rorya DC","Kirogo",85,231,5,6,0,0,"Shrubs",34.0228576758066,-1.34297826176308,4.9
855,"Rorya DC","Kitembe",100,825,5,6,0,0,"Shrubs",34.1698169717652,-1.18422290622242,3.9
728,"Rorya DC","Kitembe",100,825,5,6,0,0,"Shrubs",34.169755452579,-1.17723559965771,4.951
17,"Musoma DC","Etaro",15,68,5,6,0,0,"Shrubs",33.7215971054029,-1.50925133230282,4.5
188,"Rorya DC","Nyabirongo",90,497,5,6,0,0,"Shrubs",34.1275518108082,-1.36280408351134,4.74
934,"Rorya DC","Baraki",104,25,5,6,2,0,"Shrubs",33.92984230109,-1.36316339354172,4.62
934,"Rorya DC","Baraki",104,25,5,6,0,0,"Shrubs",33.933313604568,-1.35911942502017,4.95
921,"Rorya DC","Nyamtinga",102,198,5,6,0,0,"Shrubs",33.9496410171421,-1.23300146368756,2.395
921,"Rorya DC","Nyamtinga",102,198,5,6,0,0,"Shrubs",33.9506939324557,-1.23492519996117,3.95
728,"Rorya DC","Kitembe",100,825,5,6,1,0,"Shrubs",34.1796749418064,-1.17373509950861,3.9
128,"Tarime DC","Manga",75,25,5,6,2,0,"Shrubs",34.2235687795822,-1.412040620176,4699.999
128,"Tarime DC","Manga",75,25,5,6,0,1,"Shrubs",34.2235687795822,-1.412040620176,4699.999
1108,"Tarime DC","Bumera",88,793,5,6,1,0,"Shrubs",34.1557725498351,-1.43707665467732,4199.999
128,"Tarime DC","Manga",75,185,5,6,1,0,"Shrubs",34.2085148111117,-1.40576778507569,3700
200,"Butiama DC","Buruma",55,624,5,6,0,0,"Shrubs",33.8442063634318,-1.72483964747397,4.668
166,"Rorya DC","Roche",86,918,5,6,0,0,"Shrubs",34.1890095272014,-1.12319629448795,4.8
149,"Bunda DC","Iramba",25,881,5,6,0,0,"Shrubs",33.3840509367955,-1.99356825212905,4.2
12,"Bunda DC","Neruma",11,25,5,6,0,0,"Shrubs",33.4995491912943,-2.15402200643932,4.783
1109,"Rorya DC","Rabour",91,989,5,6,0,0,"Shrubs",34.0348057730883,-1.43044951134618,1.251
30,"Bunda DC","Iramba",25,856,5,6,0,0,"Shrubs",33.3833502017747,-1.99771768678598,4.32
83,"Rorya DC","Kigunga",58,243,5,6,2,0,"Shrubs",34.0976172594714,-1.28337365483793,4.592
167,"Serengeti DC","Magange",87,817,5,6,1,0,"Shrubs",34.327194655664,-1.75865317340276,4.56
11,"Butiama DC","Kyanyari",10,53,5,6,0,0,"Shrubs",33.7972866978801,-1.83466783575621,5
122,"Butiama DC","Busegwe",73,509,5,6,1,0,"Shrubs",33.9508099962439,-1.72171338803847,4.86
166,"Rorya DC","Roche",86,750,5,6,1,0,"Shrubs",34.1469708873554,-1.07424435047916,4.52
30,"Bunda DC","Iramba",25,43,5,6,0,0,"Shrubs",33.3891954159964,-1.98347912424484,4.775
36,"Bunda DC","Iramba",25,43,5,6,0,0,"Shrubs",33.3883463121371,-1.98302973331196,4.9
174,"Rorya DC","Kigunga",58,318,5,6,1,0,"Shrubs",34.0971921080649,-1.26440730308043,0.831
83,"Rorya DC","Kigunga",58,318,5,6,1,0,"Shrubs",34.0953402658792,-1.26440936572153,4.831
83,"Rorya DC","Kigunga",58,318,5,6,2,0,"Shrubs",34.0985152839733,-1.26459172903349,5
105,"Butiama DC","Bukabwa",52,99,5,6,0,0,"Shrubs",33.8602587085767,-1.58486084221943,4.92
12,"Bunda DC","Neruma",11,290,5,6,0,0,"Shrubs",33.5037912274975,-2.16046320041135,4.42
159,"Serengeti DC","Rungabure",20,498,5,6,3,0,"Shrubs",34.5981427464341,-1.75234165247642,4.88
159,"Serengeti DC","Rungabure",20,498,5,6,0,0,"Shrubs",34.5815489773909,-1.75584579363317,4.884
159,"Serengeti DC","Rungabure",20,220,5,6,0,0,"Shrubs",34.6088815559388,-1.75275511186242,3.942
83,"Rorya DC","Kigunga",58,247,5,6,1,0,"Shrubs",34.1193611578761,-1.25062693819279,4.828
83,"Rorya DC","Kigunga",58,247,5,6,0,0,"Shrubs",34.108336544627,-1.24062407682731,4.45
63,"Bunda DC","Nansimo",47,82,5,6,0,0,"Shrubs",33.381380437992,-2.15788170753032,3000
699,"Serengeti DC","Nyambureti",62,1044,5,6,4,0,"Shrubs",34.1012710185974,-1.78362663102784,4800
88,"Serengeti DC","Nyambureti",62,369,5,6,0,0,"Shrubs",34.2780095641219,-1.82368935280844,29.075
647,"Tarime DC","Bumera",88,829,5,6,2,0,"Shrubs",34.2570465116616,-1.28903790466314,3.9
39,"Serengeti DC","Nyamoko",33,821,5,6,0,0,"Shrubs",34.5665448533143,-1.83517643973368,4.98
39,"Serengeti DC","Nyamoko",33,48,5,6,2,0,"Shrubs",34.595865394014,-1.84132917004023,4.35
39,"Serengeti DC","Nyamoko",33,48,5,6,3,0,"Shrubs",34.5968069935261,-1.84236488450466,4.733
51,"Musoma DC","Nyakatende",41,109,5,6,1,0,"Shrubs",33.6822845320721,-1.5749911266118,4.78
39,"Serengeti DC","Nyamoko",33,821,5,6,1,0,"Shrubs",34.5803544547355,-1.83756945654904,4.672
120,"Tarime DC","Matongo",72,233,5,6,0,0,"Shrubs",34.4626671038318,-1.46475836417407,4.06
